CATEGORY,TYPE,NAME,REVISION,DESCRIPTION,NOTES,DESIGNATOR [str],VALUE [str],SYMBOL [str],FOOTPRINT [str],PACKAGE [str],HEIGHT [mm],VZENER [V],minVBR@IT [V],IT [A],VZTOL [%],VZDRIFT [mV/K],VFMAX [V],IFMAX [A],RTHJA [K/W],RTHJC [K/W],TJMIN [°C],TJMAX [°C],PMAX [W],SOLDER_TECHNOLOGY [str],IEC61709 [int],OTHERPROPERTIES [str],CREATED [str],VERIFIED [str],KICAD_VISIBILITY [str],MANUFACTURER,MPN,DATASHEET_LINK,DATASHEET_REVISION,SUBSTANCES,SUPPLIER1_NAME,SUPPLIER1_SKU,SUPPLIER1_STATUS,RELATEDPARTS
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_30V_EatonElectronicsDivision_SMF30CA,0,TVS 30 V SOD-123FL 33.3 V 1 A,,D,SMF30CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,30 V,33.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF30CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF30CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 30 V SOD-123FL 33.3 V 1 A,,D,SMF30CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,30 V,33.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_33V_generic,0,generic TVS 33 V SOD-123FL 36.7 V 1 A,,D,SMF33CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,33 V,36.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_33V_LittelfuseInc_SMF33CA,0,TVS 33 V SOD-123FL 36.7 V 1 A,,D,SMF33CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,33 V,36.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF33CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF33CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_33V_EatonElectronicsDivision_SMF33CA,0,TVS 33 V SOD-123FL 36.7 V 1 A,,D,SMF33CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,33 V,36.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF33CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF33CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 33 V SOD-123FL 36.7 V 1 A,,D,SMF33CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,33 V,36.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_36V_generic,0,generic TVS 36 V SOD-123FL 40 V 1 A,,D,SMF36CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,36 V,40 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_36V_LittelfuseInc_SMF36CA,0,TVS 36 V SOD-123FL 40 V 1 A,,D,SMF36CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,36 V,40 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF36CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF36CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_36V_EatonElectronicsDivision_SMF36CA,0,TVS 36 V SOD-123FL 40 V 1 A,,D,SMF36CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,36 V,40 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF36CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF36CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 36 V SOD-123FL 40 V 1 A,,D,SMF36CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,36 V,40 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_40V_generic,0,generic TVS 40 V SOD-123FL 44.4 V 1 A,,D,SMF40CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,40 V,44.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_40V_LittelfuseInc_SMF40CA,0,TVS 40 V SOD-123FL 44.4 V 1 A,,D,SMF40CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,40 V,44.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF40CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF40CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_40V_EatonElectronicsDivision_SMF40CA,0,TVS 40 V SOD-123FL 44.4 V 1 A,,D,SMF40CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,40 V,44.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF40CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF40CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 40 V SOD-123FL 44.4 V 1 A,,D,SMF40CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,40 V,44.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_43V_generic,0,generic TVS 43 V SOD-123FL 47.8 V 1 A,,D,SMF43CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,43 V,47.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_43V_LittelfuseInc_SMF43CA,0,TVS 43 V SOD-123FL 47.8 V 1 A,,D,SMF43CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,43 V,47.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF43CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF43CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_43V_EatonElectronicsDivision_SMF43CA,0,TVS 43 V SOD-123FL 47.8 V 1 A,,D,SMF43CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,43 V,47.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF43CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF43CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 43 V SOD-123FL 47.8 V 1 A,,D,SMF43CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,43 V,47.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_45V_generic,0,generic TVS 45 V SOD-123FL 50 V 1 A,,D,SMF45CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,45 V,50 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_45V_LittelfuseInc_SMF45CA,0,TVS 45 V SOD-123FL 50 V 1 A,,D,SMF45CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,45 V,50 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF45CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF45CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_45V_EatonElectronicsDivision_SMF45CA,0,TVS 45 V SOD-123FL 50 V 1 A,,D,SMF45CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,45 V,50 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF45CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF45CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 45 V SOD-123FL 50 V 1 A,,D,SMF45CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,45 V,50 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_48V_generic,0,generic TVS 48 V SOD-123FL 53.3 V 1 A,,D,SMF48CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,48 V,53.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_48V_LittelfuseInc_SMF48CA,0,TVS 48 V SOD-123FL 53.3 V 1 A,,D,SMF48CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,48 V,53.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF48CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF48CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_48V_EatonElectronicsDivision_SMF48CA,0,TVS 48 V SOD-123FL 53.3 V 1 A,,D,SMF48CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,48 V,53.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF48CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF48CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 48 V SOD-123FL 53.3 V 1 A,,D,SMF48CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,48 V,53.3 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_51V_generic,0,generic TVS 51 V SOD-123FL 56.7 V 1 A,,D,SMF51CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,51 V,56.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_51V_LittelfuseInc_SMF51CA,0,TVS 51 V SOD-123FL 56.7 V 1 A,,D,SMF51CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,51 V,56.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF51CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF51CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_51V_EatonElectronicsDivision_SMF51CA,0,TVS 51 V SOD-123FL 56.7 V 1 A,,D,SMF51CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,51 V,56.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF51CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF51CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 51 V SOD-123FL 56.7 V 1 A,,D,SMF51CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,51 V,56.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_54V_generic,0,generic TVS 54 V SOD-123FL 60 V 1 A,,D,SMF54CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,54 V,60 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_54V_LittelfuseInc_SMF54CA,0,TVS 54 V SOD-123FL 60 V 1 A,,D,SMF54CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,54 V,60 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF54CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF54CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_54V_EatonElectronicsDivision_SMF54CA,0,TVS 54 V SOD-123FL 60 V 1 A,,D,SMF54CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,54 V,60 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF54CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF54CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 54 V SOD-123FL 60 V 1 A,,D,SMF54CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,54 V,60 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_58V_generic,0,generic TVS 58 V SOD-123FL 64.4 V 1 A,,D,SMF58CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,58 V,64.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_58V_LittelfuseInc_SMF58CA,0,TVS 58 V SOD-123FL 64.4 V 1 A,,D,SMF58CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,58 V,64.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF58CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF58CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_58V_EatonElectronicsDivision_SMF58CA,0,TVS 58 V SOD-123FL 64.4 V 1 A,,D,SMF58CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,58 V,64.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF58CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF58CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 58 V SOD-123FL 64.4 V 1 A,,D,SMF58CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,58 V,64.4 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_60V_generic,0,generic TVS 60 V SOD-123FL 66.7 V 1 A,,D,SMF60CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,60 V,66.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_60V_LittelfuseInc_SMF60CA,0,TVS 60 V SOD-123FL 66.7 V 1 A,,D,SMF60CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,60 V,66.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF60CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF60CACT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_60V_EatonElectronicsDivision_SMF60CA,0,TVS 60 V SOD-123FL 66.7 V 1 A,,D,SMF60CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,60 V,66.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF60CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF60CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 60 V SOD-123FL 66.7 V 1 A,,D,SMF60CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,60 V,66.7 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_64V_generic,0,generic TVS 64 V SOD-123FL 71.1 V 1 A,,D,SMF64CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,64 V,71.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_64V_LittelfuseInc_SMF64CA,0,TVS 64 V SOD-123FL 71.1 V 1 A,,D,SMF64CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,64 V,71.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF64CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF64CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_64V_EatonElectronicsDivision_SMF64CA,0,TVS 64 V SOD-123FL 71.1 V 1 A,,D,SMF64CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,64 V,71.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF64CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF64CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 64 V SOD-123FL 71.1 V 1 A,,D,SMF64CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,64 V,71.1 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_SOD-123FL_70V_generic,0,generic TVS 70 V SOD-123FL 77.8 V 1 A,,D,SMF70CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,70 V,77.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_70V_LittelfuseInc_SMF70CA,0,TVS 70 V SOD-123FL 77.8 V 1 A,,D,SMF70CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,70 V,77.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Littelfuse Inc.,SMF70CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smf-datasheet?assetguid=7eb8a5b6-bdd0-4561-8f19-0c3cc6f9b2af,2023-11-02,,DIGIKEY,18-SMF70CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_SOD-123FL_70V_EatonElectronicsDivision_SMF70CA,0,TVS 70 V SOD-123FL 77.8 V 1 A,,D,SMF70CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,70 V,77.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,Eaton - Electronics Division,SMF70CA,https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-smfe-tvs-diode-power-esd-suppressor-data-sheet.pdf,2024-09-01,,DIGIKEY,283-SMF70CATR-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 70 V SOD-123FL 77.8 V 1 A,,D,SMF70CA,,Diode_SMD:D_SOD-123F,SOD-123FL,1.1 mm,70 V,77.8 V,1 A,,,,,220 K/W,100 K/W,- 65 °C,150 °C,200 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _5V_60 A_generic,0,generic TVS 5 V DO-214AC  0.01 A 60 A,,D,SMAJ5.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _5V_60 A_LittelfuseInc_SMAJ50A,0,TVS 5 V DO-214AC  0.01 A 60 A,,D,SMAJ5.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ5.0A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ5.0ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _5V_60 A_BournsInc_SMAJ50A,0,TVS 5 V DO-214AC  0.01 A 60 A,,D,SMAJ5.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ5.0A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ5.0ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 5 V DO-214AC  0.01 A 60 A,,D,SMAJ5.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _6V_60 A_generic,0,generic TVS 6 V DO-214AC  0.01 A 60 A,,D,SMAJ6.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,6 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _6V_60 A_LittelfuseInc_SMAJ60A,0,TVS 6 V DO-214AC  0.01 A 60 A,,D,SMAJ6.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,6 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ6.0A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ6.0ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _6V_60 A_BournsInc_SMAJ60A,0,TVS 6 V DO-214AC  0.01 A 60 A,,D,SMAJ6.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,6 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ6.0A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ6.0ABCT-ND,,
